"Item_Title","Component_Title","Config_Title","Enrollment_Status","Program_Type","Program_Modality","Additional_COA_Components","COA_Component_Cost_Type","COA_Item_Applicability","Cost_Value","Aid_Year"
"Room and Board","BUDGET","ONLINE_ASSOCIATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_ASSOCIATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_ASSOCIATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_ASSOCIATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","STANDARD","FIXED","100","2019-2020"
"Tuition","STANDARD","ONLINE_ASSOCIATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","400","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_BACHELORS_2019-2020_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_BACHELORS_2019-2020_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_BACHELORS_2019-2020_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_BACHELORS_2019-2020_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_BACHELORS_2019-2020_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","STANDARD","FIXED","100","2019-2020"
"Tuition","STANDARD","ONLINE_BACHELORS_2019-2020_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","350","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_BACHELORS_2019-2020_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_BACHELORS_2019-2020_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_BACHELORS_2019-2020_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_BACHELORS_2019-2020_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_BACHELORS_2019-2020_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","STANDARD","FIXED","100","2019-2020"
"Tuition","STANDARD","ONLINE_BACHELORS_2019-2020_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","400","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_BACHELORS_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_BACHELORS_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_BACHELORS_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_BACHELORS_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_BACHELORS_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","ONLINE","","STANDARD","FIXED","100","2019-2020"
"Tuition","STANDARD","ONLINE_BACHELORS_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","400","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_BACHELORS_2019-2020_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Room and Board","BUDGET","ONLINE_BACHELORS_2019-2020_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Transportation Costs","BUDGET","ONLINE_BACHELORS_2019-2020_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Books","STANDARD","ONLINE_BACHELORS_2019-2020_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Resource Fee","STANDARD","ONLINE_BACHELORS_2019-2020_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","ONLINE","","STANDARD","FIXED","0","2019-2020"
"Tuition","STANDARD","ONLINE_BACHELORS_2019-2020_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_BACHELORS_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_BACHELORS_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_BACHELORS_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_BACHELORS_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_BACHELORS_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","ONLINE","","STANDARD","FIXED","100","2019-2020"
"Tuition","STANDARD","ONLINE_BACHELORS_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","400","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","0","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_GRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_GRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","0","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_POST_BACCALAUREATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_POST_BACCALAUREATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_FULL_TIME","FULL_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_HALF_TIME","HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","0","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","0","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","0","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","BUDGET","FIXED","150","2019-2020"
"Books","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","30","2019-2020"
"Resource Fee","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","FIXED","140","2019-2020"
"Tuition","STANDARD","ONLINE_CERTIFICATE_UNDERGRADUATE_2019-2020_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","ONLINE","","STANDARD","PER_CREDIT","500","2019-2020"
"Personal Miscellaneous","BUDGET","ONLINE_DOCTORAL_2019-2020_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","650","2019-2020"
"Room and Board","BUDGET","ONLINE_DOCTORAL_2019-2020_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","3600","2019-2020"
"Transportation Costs","BUDGET","ONLINE_DOCTORAL_2019-2020_FULL_TIME","FULL_TIME","DOCTORAL","ONLINE","","BUDGET","FIXED","150","2019-2020"
