"Code_Number","Aid_Year","ISIR_Field_Name"
"107","2018-2019","NSLDSDATABASERESULTSFLAG"
"107","2018-2019","NSLDSMATCHFLAG"
"107","2018-2019","NSLDSPERKINSOVERPAYFLAG"
"109","2018-2019","ALIENREGISTRATIONNUMBER"
"109","2018-2019","CITIZENSHIPSTATUS"
"109","2018-2019","SECONDARYDHSMATCHFLAG"
"110","2018-2019","PREPARERSSIGNATURE"
"111","2018-2019","PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"111","2018-2019","PARENTSUSINCOMETAXPAID"
"113","2018-2019","PARENTSNUMBERINCOLLEGE"
"114","2018-2019","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"114","2018-2019","STUDENTSUSINCOMETAXPAID"
"115","2018-2019","NSLDSDATABASERESULTSFLAG"
"115","2018-2019","NSLDSDISCHARGEDLOANFLAG"
"116","2018-2019","NSLDSACTIVEBANKRUPTCYFLAG"
"116","2018-2019","NSLDSDATABASERESULTSFLAG"
"119","2018-2019","DATEAPPLICATIONCOMPLETED"
"119","2018-2019","STUDENTMARITALSTATUS"
"119","2018-2019","TRANSACTIONRECEIPTDATE"
"120","2018-2019","DHSMATCHFLAG"
"121","2018-2019","PARENTSCONTRIBUTIONFROMASSETS"
"122","2018-2019","STUDENTSCONTRIBUTIONFROMASSETS"
"123","2018-2019","STUDENTSCONTRIBUTIONFROMASSETS"
"124","2018-2019","NSLDSDEFAULTEDLOANFLAG"
"124","2018-2019","NSLDSFRAUDLOANFLAG"
"126","2018-2019","PARENT1INCOMEEARNEDFROMWORK"
"126","2018-2019","PARENT2INCOMEEARNEDFROMWORK"
"126","2018-2019","PARENTSTAXRETURNFILINGSTATUS"
"126","2018-2019","STUDENTSINCOMEEARNEDFROMWORK"
"126","2018-2019","STUDENTSTAXRETURNFILINGSTATUS"
"129","2018-2019","PARENT1INCOMEEARNEDFROMWORK"
"129","2018-2019","PARENT2INCOMEEARNEDFROMWORK"
"129","2018-2019","PARENTSOTHERUNTAXEDINCOME"
"130","2018-2019","SPOUSESINCOMEEARNEDFROMWORK"
"130","2018-2019","STUDENTSINCOMEEARNEDFROMWORK"
"130","2018-2019","STUDENTSOTHERUNTAXEDINCOME"
"131","2018-2019","SPOUSESINCOMEEARNEDFROMWORK"
"131","2018-2019","STUDENTSINCOMEEARNEDFROMWORK"
"131","2018-2019","STUDENTSTAXRETURNCOMPLETED"
"132","2018-2019","NSLDSDATABASERESULTSFLAG"
"132","2018-2019","NSLDSDEFAULTEDLOANFLAG"
"132","2018-2019","NSLDSMATCHFLAG"
"133","2018-2019","NSLDSDATABASERESULTSFLAG"
"133","2018-2019","NSLDSFRAUDLOANCHANGEFLAG"
"133","2018-2019","NSLDSMATCHFLAG"
"133","2018-2019","NSLDSOVERPAYSCHANGEFLAG"
"134","2018-2019","NSLDSDEFAULTEDLOANFLAG"
"134","2018-2019","NSLDSDEFAULTEDLOANFLAG"
"134","2018-2019","NSLDSOVERPAYSCHANGEFLAG"
"135","2018-2019","NSLDSLOAN1CONTACTCODE"
"135","2018-2019","NSLDSLOAN2CONTACTCODE"
"135","2018-2019","NSLDSLOAN3CONTACTCODE"
"135","2018-2019","NSLDSLOAN4CONTACTCODE"
"135","2018-2019","NSLDSLOAN5CONTACTCODE"
"135","2018-2019","NSLDSLOAN6CONTACTCODE"
"136","2018-2019","FAAFEDERALSCHOOLCODE"
"137","2018-2019","NSLDSLOAN1CONTACTCODE"
"137","2018-2019","NSLDSLOAN2CONTACTCODE"
"137","2018-2019","NSLDSLOAN3CONTACTCODE"
"137","2018-2019","NSLDSLOAN4CONTACTCODE"
"137","2018-2019","NSLDSLOAN5CONTACTCODE"
"137","2018-2019","NSLDSLOAN6CONTACTCODE"
"138","2018-2019","NSLDSDATABASERESULTSFLAG"
"138","2018-2019","NSLDSMATCHFLAG"
"140","2018-2019","SSNMATCHFLAG"
"141","2018-2019","ALIENREGISTRATIONNUMBER"
"141","2018-2019","CITIZENSHIPSTATUS"
"141","2018-2019","DHSMATCHFLAG"
"142","2018-2019","ALIENREGISTRATIONNUMBER"
"142","2018-2019","CITIZENSHIPSTATUS"
"142","2018-2019","DHSMATCHFLAG"
"143","2018-2019","DHSMATCHFLAG"
"144","2018-2019","ALIENREGISTRATIONNUMBER"
"144","2018-2019","CITIZENSHIPSTATUS"
"144","2018-2019","DHSMATCHFLAG"
"145","2018-2019","SSNMATCHFLAG"
"146","2018-2019","SSACITIZENSHIPFLAG"
"148","2018-2019","PARENTSNUMBERINCOLLEGE"
"150","2018-2019","PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH"
"150","2018-2019","PARENTSCASHSAVINGSANDCHECKING"
"150","2018-2019","PARENTSINVESTMENTNETWORTH"
"151","2018-2019","PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH"
"151","2018-2019","PARENTSCASHSAVINGSANDCHECKING"
"151","2018-2019","PARENTSINVESTMENTNETWORTH"
"152","2018-2019","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"152","2018-2019","STUDENTSUSINCOMETAXPAID"
"153","2018-2019","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"153","2018-2019","STUDENTSUSINCOMETAXPAID"
"154","2018-2019","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"154","2018-2019","STUDENTSUSINCOMETAXPAID"
"155","2018-2019","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"155","2018-2019","STUDENTSUSINCOMETAXPAID"
"156","2018-2019","PARENTSTAXRETURNFILINGSTATUS"
"157","2018-2019","STUDENTSTAXRETURNFILINGSTATUS"
"161","2018-2019","VAMATCHFLAG"
"162","2018-2019","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"162","2018-2019","VAMATCHFLAG"
"162","2018-2019","VETERANOFUSARMEDFORCES"
"164","2018-2019","ASSUMEDPARENT1SSN"
"164","2018-2019","ASSUMEDPARENT2SSN"
"165","2018-2019","ORPHANWARDOFCOURTORFOSTERCARE"
"166","2018-2019","ORPHANWARDOFCOURTORFOSTERCARE"
"168","2018-2019","PARENTSMARITALSTATUS"
"168","2018-2019","PARENTSNUMBEROFFAMILYMEMBERS"
"169","2018-2019","STUDENTMARITALSTATUS"
"169","2018-2019","STUDENTSNUMBEROFFAMILYMEMBERS"
"173","2018-2019","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"173","2018-2019","VAMATCHFLAG"
"173","2018-2019","VETERANOFUSARMEDFORCES"
"175","2018-2019","STUDENTMARITALSTATUS"
"175","2018-2019","STUDENTSNUMBEROFFAMILYMEMBERS"
"176","2018-2019","STUDENTSNUMBEROFFAMILYMEMBERS"
"177","2018-2019","STUDENTSNUMBEROFFAMILYMEMBERS"
"178","2018-2019","PARENTSNUMBEROFFAMILYMEMBERS"
"179","2018-2019","STUDENTSNUMBEROFFAMILYMEMBERS"
"180","2018-2019","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"180","2018-2019","VAMATCHFLAG"
"180","2018-2019","VETERANOFUSARMEDFORCES"
"190","2018-2019","NSLDSLOAN1CONTACTCODE"
"191","2018-2019","NSLDSLOAN1CONTACTCODE"
"195","2018-2019","NSLDSLOAN1CONTACTCODE"
"196","2018-2019","NSLDSLOAN1CONTACTCODE"
"198","2018-2019","NSLDSLOAN1CONTACTCODE"
"201","2018-2019","NSLDSLOAN1CONTACTCODE"
"202","2018-2019","NSLDSLOAN1CONTACTCODE"
"203","2018-2019","NSLDSLOAN1CONTACTCODE"
"205","2018-2019","NSLDSLOAN1CONTACTCODE"
"206","2018-2019","NSLDSLOAN1CONTACTCODE"
"209","2018-2019","NSLDSLOAN1CONTACTCODE"
"210","2018-2019","NSLDSLOAN1CONTACTCODE"
"211","2018-2019","NSLDSLOAN1CONTACTCODE"
"213","2018-2019","NSLDSLOAN1CONTACTCODE"
"214","2018-2019","NSLDSLOAN1CONTACTCODE"
"215","2018-2019","NSLDSLOAN1CONTACTCODE"
"216","2018-2019","NSLDSLOAN1CONTACTCODE"
"217","2018-2019","NSLDSLOAN1CONTACTCODE"
"218","2018-2019","NSLDSLOAN1CONTACTCODE"
"220","2018-2019","NSLDSLOAN1CONTACTCODE"
"222","2018-2019","NSLDSLOAN1CONTACTCODE"
"223","2018-2019","NSLDSLOAN1CONTACTCODE"
"224","2018-2019","NSLDSLOAN1CONTACTCODE"
"226","2018-2019","NSLDSLOAN1CONTACTCODE"
"227","2018-2019","NSLDSLOAN1CONTACTCODE"
"228","2018-2019","NSLDSLOAN1CONTACTCODE"
"229","2018-2019","NSLDSLOAN1CONTACTCODE"
"231","2018-2019","NSLDSLOAN1CONTACTCODE"
"232","2018-2019","NSLDSLOAN1CONTACTCODE"
"235","2018-2019","NSLDSLOAN1CONTACTCODE"
"238","2018-2019","NSLDSLOAN1CONTACTCODE"
"239","2018-2019","NSLDSLOAN1CONTACTCODE"
"254","2018-2019","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"255","2018-2019","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"255","2018-2019","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"256","2018-2019","NSLDSGRADUATECOMBINEDLOANLIMITFLAG"
"256","2018-2019","NSLDSGRADUATESUBSIDIZEDLOANLIMITFLAG"
"257","2018-2019","NSLDSGRADUATECOMBINEDLOANLIMITFLAG"
"257","2018-2019","NSLDSGRADUATESUBSIDIZEDLOANLIMITFLAG"
"258","2018-2019","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"258","2018-2019","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"260","2018-2019","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"267","2018-2019","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"272","2018-2019","NSLDSFRAUDLOANFLAG"
"289","2018-2019","NSLDSDATABASERESULTSFLAG"
"289","2018-2019","NSLDSMATCHFLAG"
"289","2018-2019","NSLDSTEACHGRANTOVERPAYFLAG"
"290","2018-2019","NSLDSDATABASERESULTSFLAG"
"290","2018-2019","NSLDSMATCHFLAG"
"290","2018-2019","NSLDSTEACHGRANTOVERPAYFLAG"
"291","2018-2019","NSLDSDATABASERESULTSFLAG"
"291","2018-2019","NSLDSMATCHFLAG"
"291","2018-2019","NSLDSTEACHGRANTOVERPAYFLAG"
"292","2018-2019","NSLDSDATABASERESULTSFLAG"
"292","2018-2019","NSLDSMATCHFLAG"
"292","2018-2019","NSLDSTEACHGRANTOVERPAYFLAG"
"293","2018-2019","NSLDSDATABASERESULTSFLAG"
"293","2018-2019","NSLDSMATCHFLAG"
"293","2018-2019","NSLDSTEACHGRANTOVERPAYFLAG"
"294","2018-2019","NSLDSDATABASERESULTSFLAG"
"294","2018-2019","NSLDSMATCHFLAG"
"294","2018-2019","NSLDSTEACHGRANTOVERPAYFLAG"
"295","2018-2019","SPECIALCIRCUMSTANCESFLAG"
"296","2018-2019","SPECIALCIRCUMSTANCESFLAG"
"298","2018-2019","STUDENTSDODMATCHFLAG"
"299","2018-2019","SPECIALCIRCUMSTANCESFLAG"
"300","2018-2019","SPECIALCIRCUMSTANCESFLAG"
"302","2018-2019","MARITALSTATUSDATE"
"302","2018-2019","STUDENTMARITALSTATUS"
"308","2018-2019","PARENTSMARITALSTATUS"
"308","2018-2019","PARENTSMARITALSTATUSDATE"
"309","2018-2019","NSLDSDATABASERESULTSFLAG"
"309","2018-2019","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"309","2018-2019","NSLDSMATCHFLAG"
"310","2018-2019","NSLDSDATABASERESULTSFLAG"
"310","2018-2019","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"310","2018-2019","NSLDSMATCHFLAG"
"311","2018-2019","NSLDSDATABASERESULTSFLAG"
"311","2018-2019","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"311","2018-2019","NSLDSMATCHFLAG"
"312","2018-2019","NSLDSDATABASERESULTSFLAG"
"312","2018-2019","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"312","2018-2019","NSLDSMATCHFLAG"
"313","2018-2019","NSLDSDATABASERESULTSFLAG"
"313","2018-2019","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"313","2018-2019","NSLDSMATCHFLAG"
"314","2018-2019","NSLDSDATABASERESULTSFLAG"
"314","2018-2019","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"314","2018-2019","NSLDSMATCHFLAG"
"345","2018-2019","NSLDSPELLLIFETIMELIMITFLAG"
"346","2018-2019","NSLDSPELLLIFETIMELIMITFLAG"
"347","2018-2019","NSLDSPELLLIFETIMELIMITFLAG"
"348","2018-2019","NSLDSPELLLIFETIMELIMITFLAG"
"349","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"350","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"351","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"352","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"353","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"354","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"355","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"356","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"357","2018-2019","NSLDSPELLLIFETIMEELIGIBILITYUSED"
"359","2018-2019","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"360","2018-2019","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"361","2018-2019","PARENTSTAXRETURNFILINGSTATUS"
"362","2018-2019","PARENTSTAXRETURNFILINGSTATUS"
"363","2018-2019","PARENTSTAXRETURNFILINGSTATUS"
"364","2018-2019","PARENTSTAXRETURNFILINGSTATUS"
"365","2018-2019","STUDENTSTAXRETURNFILINGSTATUS"
"366","2018-2019","STUDENTSTAXRETURNFILINGSTATUS"
"367","2018-2019","STUDENTSTAXRETURNFILINGSTATUS"
"368","2018-2019","STUDENTSTAXRETURNFILINGSTATUS"
"369","2018-2019","PARENT1SSNMATCHFLAG"
"369","2018-2019","PARENT2SSNMATCHFLAG"
"369","2018-2019","PARENTSMARITALSTATUS"
"370","2018-2019","PARENT1SSNMATCHFLAG"
"370","2018-2019","PARENT2SSNMATCHFLAG"
"370","2018-2019","PARENTSMARITALSTATUS"
"371","2018-2019","PARENT1SSNMATCHFLAG"
"372","2018-2019","PARENT2SSNMATCHFLAG"
"373","2018-2019","PARENT1SSNMATCHFLAG"
"373","2018-2019","PARENT2SSNMATCHFLAG"
"373","2018-2019","PARENTSMARITALSTATUS"
"374","2018-2019","PARENT1SSNMATCHFLAG"
"375","2018-2019","PARENT1SSNMATCHFLAG"
"375","2018-2019","PARENT2SSNMATCHFLAG"
"375","2018-2019","PARENTSMARITALSTATUS"
"376","2018-2019","PARENT2SSNMATCHFLAG"
"377","2018-2019","PARENT1SSNMATCHFLAG"
"377","2018-2019","PARENT2SSNMATCHFLAG"
"377","2018-2019","PARENTSMARITALSTATUS"
"378","2018-2019","PARENT1SSNMATCHFLAG"
"379","2018-2019","PARENT1SSNMATCHFLAG"
"379","2018-2019","PARENT2SSNMATCHFLAG"
"379","2018-2019","PARENTSMARITALSTATUS"
"380","2018-2019","PARENT1SSNMATCHFLAG"
"380","2018-2019","PARENT2SSNMATCHFLAG"
"380","2018-2019","PARENTSMARITALSTATUS"
"381","2018-2019","PARENT1SSNMATCHFLAG"
"381","2018-2019","PARENT2SSNMATCHFLAG"
"381","2018-2019","PARENTSMARITALSTATUS"
"382","2018-2019","PARENT1SSNMATCHFLAG"
"382","2018-2019","PARENT2SSNMATCHFLAG"
"382","2018-2019","PARENTSMARITALSTATUS"
"383","2018-2019","PARENT1SSNMATCHFLAG"
"383","2018-2019","PARENT2SSNMATCHFLAG"
"383","2018-2019","PARENTSMARITALSTATUS"
"384","2018-2019","PARENT1SSNMATCHFLAG"
"384","2018-2019","PARENT2SSNMATCHFLAG"
"385","2018-2019","PARENT1SSNMATCHFLAG"
"385","2018-2019","PARENT2SSNMATCHFLAG"
"385","2018-2019","PARENTSMARITALSTATUS"
"386","2018-2019","PARENT1SSNMATCHFLAG"
"386","2018-2019","PARENT2SSNMATCHFLAG"
"386","2018-2019","PARENTSMARITALSTATUS"
"387","2018-2019","PARENT1DATEOFBIRTH"
"387","2018-2019","PARENT1LASTNAME"
"387","2018-2019","PARENT1SOCIALSECURITYNUMBER"
"387","2018-2019","PARENT2DATEOFBIRTH"
"387","2018-2019","PARENT2LASTNAME"
"387","2018-2019","PARENT2SOCIALSECURITYNUMBER"
"387","2018-2019","PARENTSMARITALSTATUS"
"388","2018-2019","PARENT1SOCIALSECURITYNUMBER"
"389","2018-2019","PARENT2SOCIALSECURITYNUMBER"
"392","2018-2019","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"392","2018-2019","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"393","2018-2019","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"393","2018-2019","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"394","2018-2019","PARENT1SOCIALSECURITYNUMBER"
"394","2018-2019","PARENT2SOCIALSECURITYNUMBER"
"007","2019-2020","PARENT1SSNMATCHFLAG"
"007","2019-2020","PARENT2SSNMATCHFLAG"
"007","2019-2020","PARENTSMARITALSTATUS"
"008","2019-2020","PARENT1SSNMATCHFLAG"
"008","2019-2020","PARENT2SSNMATCHFLAG"
"008","2019-2020","PARENTSMARITALSTATUS"
"010","2019-2020","NSLDSDATABASERESULTSFLAG"
"010","2019-2020","NSLDSMATCHFLAG"
"010","2019-2020","NSLDSSEOGOVERPAYFLAG"
"011","2019-2020","PARENT1SSNMATCHFLAG"
"011","2019-2020","PARENT2SSNMATCHFLAG"
"011","2019-2020","PARENTSMARITALSTATUS"
"012","2019-2020","PARENT1SSNMATCHFLAG"
"012","2019-2020","PARENT2SSNMATCHFLAG"
"012","2019-2020","PARENTSMARITALSTATUS"
"014","2019-2020","PARENT1SSNMATCHFLAG"
"014","2019-2020","PARENT2SSNMATCHFLAG"
"014","2019-2020","PARENTSMARITALSTATUS"
"015","2019-2020","PARENT1SSNMATCHFLAG"
"015","2019-2020","PARENT2SSNMATCHFLAG"
"015","2019-2020","PARENTSMARITALSTATUS"
"016","2019-2020","PARENT1LASTNAME"
"016","2019-2020","PARENT1SOCIALSECURITYNUMBER"
"016","2019-2020","PARENT1SSNMATCHFLAG"
"016","2019-2020","PARENT2DATEOFBIRTH"
"016","2019-2020","PARENT2LASTNAME"
"016","2019-2020","PARENT2SOCIALSECURITYNUMBER"
"016","2019-2020","PARENT2SSNMATCHFLAG"
"016","2019-2020","PARENTSMARITALSTATUS"
"017","2019-2020","PARENT1DATEOFBIRTH"
"017","2019-2020","PARENT1LASTNAME"
"017","2019-2020","PARENT1SOCIALSECURITYNUMBER"
"017","2019-2020","PARENT1SSNMATCHFLAG"
"017","2019-2020","PARENT2LASTNAME"
"017","2019-2020","PARENT2SOCIALSECURITYNUMBER"
"017","2019-2020","PARENT2SSNMATCHFLAG"
"017","2019-2020","PARENTSMARITALSTATUS"
"018","2019-2020","DATEOFBIRTH"
"019","2019-2020","PARENT1SSNMATCHFLAG"
"019","2019-2020","PARENT2SSNMATCHFLAG"
"019","2019-2020","PARENTSMARITALSTATUS"
"020","2019-2020","NSLDSDATABASERESULTSFLAG"
"020","2019-2020","NSLDSMATCHFLAG"
"020","2019-2020","NSLDSPELLOVERPAYFLAG"
"021","2019-2020","PARENT1SSNMATCHFLAG"
"021","2019-2020","PARENT2SSNMATCHFLAG"
"021","2019-2020","PARENTSMARITALSTATUS"
"022","2019-2020","PARENT1SSNMATCHFLAG"
"022","2019-2020","PARENT2SSNMATCHFLAG"
"022","2019-2020","PARENTSMARITALSTATUS"
"024","2019-2020","SSNMATCHFLAG"
"024","2019-2020","STUDENTSSN"
"025","2019-2020","PARENT1SSNMATCHFLAG"
"025","2019-2020","PARENT2SSNMATCHFLAG"
"025","2019-2020","PARENTSMARITALSTATUS"
"026","2019-2020","SELECTIVESERVICEMATCHFLAG"
"027","2019-2020","PARENT1SSNMATCHFLAG"
"027","2019-2020","PARENTSMARITALSTATUS"
"028","2019-2020","SELECTIVESERVICEREGISTRATIONFLAG"
"029","2019-2020","PARENT2SSNMATCHFLAG"
"029","2019-2020","PARENTSMARITALSTATUS"
"030","2019-2020","SELECTIVESERVICEMATCHFLAG"
"031","2019-2020","SELECTIVESERVICEMATCHFLAG"
"032","2019-2020","PARENTSNUMBEROFFAMILYMEMBERS"
"033","2019-2020","SELECTIVESERVICEMATCHFLAG"
"033","2019-2020","SELECTIVESERVICEREGISTRATIONFLAG"
"034","2019-2020","PARENTSNUMBERINCOLLEGE"
"035","2019-2020","PARENTSCONTRIBUTION"
"036","2019-2020","PARENTSUSINCOMETAXPAID"
"038","2019-2020","NSLDSDATABASERESULTSFLAG"
"038","2019-2020","NSLDSMATCHFLAG"
"038","2019-2020","NSLDSPELLOVERPAYFLAG"
"039","2019-2020","NSLDSDATABASERESULTSFLAG"
"039","2019-2020","NSLDSMATCHFLAG"
"039","2019-2020","NSLDSPELLOVERPAYFLAG"
"040","2019-2020","PARENT1LASTNAME"
"040","2019-2020","PARENT1SOCIALSECURITYNUMBER"
"040","2019-2020","PARENT1SSNMATCHFLAG"
"040","2019-2020","PARENT2DATEOFBIRTH"
"040","2019-2020","PARENT2SOCIALSECURITYNUMBER"
"040","2019-2020","PARENT2SSNMATCHFLAG"
"040","2019-2020","PARENTSMARITALSTATUS"
"041","2019-2020","NSLDSDATABASERESULTSFLAG"
"041","2019-2020","NSLDSMATCHFLAG"
"041","2019-2020","NSLDSPELLOVERPAYFLAG"
"042","2019-2020","NSLDSDATABASERESULTSFLAG"
"042","2019-2020","NSLDSMATCHFLAG"
"042","2019-2020","NSLDSPELLOVERPAYFLAG"
"043","2019-2020","NSLDSDATABASERESULTSFLAG"
"043","2019-2020","NSLDSMATCHFLAG"
"043","2019-2020","NSLDSPELLOVERPAYFLAG"
"044","2019-2020","PARENT1SSNMATCHFLAG"
"044","2019-2020","PARENT2SSNMATCHFLAG"
"044","2019-2020","PARENTSMARITALSTATUS"
"045","2019-2020","PARENTSMARITALSTATUS"
"046","2019-2020","ALIENREGISTRATIONNUMBER"
"046","2019-2020","CITIZENSHIPSTATUS"
"046","2019-2020","SECONDARYDHSMATCHFLAG"
"048","2019-2020","STUDENTSSN"
"049","2019-2020","PARENT1DATEOFBIRTH"
"049","2019-2020","PARENT1LASTNAME"
"049","2019-2020","PARENT1SOCIALSECURITYNUMBER"
"049","2019-2020","PARENT2DATEOFBIRTH"
"049","2019-2020","PARENT2LASTNAME"
"049","2019-2020","PARENT2SOCIALSECURITYNUMBER"
"049","2019-2020","PARENTSMARITALSTATUS"
"051","2019-2020","PARENT1SSNMATCHFLAG"
"051","2019-2020","PARENT2FIRSTNAMEINITIAL"
"051","2019-2020","PARENT2LASTNAME"
"051","2019-2020","PARENT2SSNMATCHFLAG"
"051","2019-2020","PARENTSMARITALSTATUS"
"052","2019-2020","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"053","2019-2020","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"054","2019-2020","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"056","2019-2020","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"057","2019-2020","SELECTIVESERVICEREGISTRATIONFLAG"
"058","2019-2020","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"059","2019-2020","SSNMATCHFLAG"
"060","2019-2020","SSNMATCHFLAG"
"061","2019-2020","SSNMATCHFLAG"
"062","2019-2020","DATEAPPLICATIONCOMPLETED"
"062","2019-2020","STUDENTMARITALSTATUS"
"063","2019-2020","DATEOFBIRTH"
"063","2019-2020","SSNMATCHFLAG"
"064","2019-2020","SSNMATCHFLAG"
"064","2019-2020","STUDENTFIRSTNAME"
"064","2019-2020","STUDENTLASTNAME"
"065","2019-2020","NSLDSDATABASERESULTSFLAG"
"065","2019-2020","NSLDSFRAUDLOANFLAG"
"065","2019-2020","NSLDSMATCHFLAG"
"065","2019-2020","NSLDSSEOGOVERPAYFLAG"
"066","2019-2020","NSLDSDATABASERESULTSFLAG"
"066","2019-2020","NSLDSFRAUDLOANFLAG"
"066","2019-2020","NSLDSMATCHFLAG"
"066","2019-2020","NSLDSSEOGOVERPAYFLAG"
"067","2019-2020","NSLDSDATABASERESULTSFLAG"
"067","2019-2020","NSLDSFRAUDLOANFLAG"
"067","2019-2020","NSLDSMATCHFLAG"
"067","2019-2020","NSLDSSEOGOVERPAYFLAG"
"068","2019-2020","ALIENREGISTRATIONNUMBER"
"068","2019-2020","CITIZENSHIPSTATUS"
"069","2019-2020","DATEOFBIRTH"
"070","2019-2020","GRADUATEFLAG"
"071","2019-2020","PARENT1SSNMATCHFLAG"
"071","2019-2020","PARENT2SSNMATCHFLAG"
"071","2019-2020","PARENTSMARITALSTATUS"
"072","2019-2020","DATEOFBIRTH"
"073","2019-2020","STUDENTSNUMBEROFFAMILYMEMBERS"
"074","2019-2020","STUDENTSNUMBERINCOLLEGE"
"075","2019-2020","STUDENTMARITALSTATUS"
"076","2019-2020","SSNMATCHFLAG"
"077","2019-2020","NSLDSDATABASERESULTSFLAG"
"077","2019-2020","NSLDSMATCHFLAG"
"077","2019-2020","NSLDSSEOGOVERPAYFLAG"
"079","2019-2020","NSLDSDATABASERESULTSFLAG"
"079","2019-2020","NSLDSMATCHFLAG"
"079","2019-2020","NSLDSSEOGOVERPAYFLAG"
"080","2019-2020","STUDENTFIRSTNAME"
"080","2019-2020","STUDENTLASTNAME"
"081","2019-2020","DATEOFBIRTH"
"082","2019-2020","STUDENTFIRSTNAME"
"082","2019-2020","STUDENTLASTNAME"
"083","2019-2020","PARENT1SOCIALSECURITYNUMBER"
"083","2019-2020","PARENTSMARITALSTATUS"
"084","2019-2020","PARENT2SOCIALSECURITYNUMBER"
"084","2019-2020","PARENTSMARITALSTATUS"
"085","2019-2020","IRSSTUDENTAGIDATAFIELDFLAG"
"086","2019-2020","NSLDSDATABASERESULTSFLAG"
"086","2019-2020","NSLDSMATCHFLAG"
"086","2019-2020","NSLDSPERKINSOVERPAYFLAG"
"087","2019-2020","IRSSTUDENTAGIDATAFIELDFLAG"
"088","2019-2020","CITIZENSHIPSTATUS"
"089","2019-2020","PARENT1INCOMEEARNEDFROMWORK"
"089","2019-2020","PARENT2INCOMEEARNEDFROMWORK"
"089","2019-2020","PARENTSMARITALSTATUS"
"090","2019-2020","NSLDSDATABASERESULTSFLAG"
"090","2019-2020","NSLDSMATCHFLAG"
"090","2019-2020","NSLDSPERKINSOVERPAYFLAG"
"091","2019-2020","IRSSTUDENTAGIDATAFIELDFLAG"
"091","2019-2020","STUDENTSOTHERUNTAXEDINCOME"
"092","2019-2020","STUDENTSTOTALINCOME"
"093","2019-2020","DEPENDENTSTUDENTSINCOMECONTRIBUTION"
"094","2019-2020","IRSPARENTAGIDATAFIELDFLAG"
"094","2019-2020","IRSSTUDENTAGIDATAFIELDFLAG"
"095","2019-2020","STUDENTSTAXRETURNFILINGSTATUS"
"096","2019-2020","PARENT1INCOMEEARNEDFROMWORK"
"096","2019-2020","PARENT2INCOMEEARNEDFROMWORK"
"097","2019-2020","STUDENTSTAXRETURNFILINGSTATUS"
"098","2019-2020","STUDENTSTOTALINCOME"
"099","2019-2020","PARENTSMARITALSTATUS"
"099","2019-2020","SPOUSESINCOMEEARNEDFROMWORK"
"099","2019-2020","STUDENTSINCOMEEARNEDFROMWORK"
"100","2019-2020","NSLDSDATABASERESULTSFLAG"
